Symbol,Date,Open,High,Low,Close,Close_Chg,ATR,Vol10_Sig,Range_ATR,Fib_Status,EMA20_Sig,EMA20_Cnt,High_Low,Support,Break_Sup_Res,Brakeout_10,Resistance,Brakeout_20,Bull_Signal,Bear_Signal
HDFCLIFE,12/28/2020,661.85,680.0,657.7,678.7,3.26,19.62,Super Volume,1.1,,Close_GT_20EMA,2.0,HH_HL,,Prev_Res_Broken_Up,Breakout_10_Up,,Breakout_20_Up,5.0,0.0
HDFCLIFE,12/29/2020,683.0,686.35,670.15,673.2,-0.81,19.38,Above Avg Volume,0.8,,Close_GT_20EMA,3.0,HH_HL,,,,,,2.0,0.0
HDFCLIFE,12/30/2020,679.0,679.0,667.0,675.7,0.37,18.85,Normal Volume,0.6,,Close_GT_20EMA,4.0,LH_LL,,,,,,1.0,1.0
HDFCLIFE,12/31/2020,676.7,679.0,669.55,676.5,0.12,18.18,Normal Volume,0.5,,Close_GT_20EMA,5.0,HH_HL,,,,,,2.0,0.0
HDFCLIFE,01/01/2021,676.5,680.8,675.0,678.4,0.28,17.3,Normal Volume,0.3,,Close_GT_20EMA,6.0,HH_HL,,,,,,2.0,0.0
HDFCLIFE,01/04/2021,680.35,697.6,680.35,695.85,2.57,17.43,Above Avg Volume,1.0,,Close_GT_20EMA,7.0,HH_HL,Price_Abv_Supp,Cur_Res_Broken_Up,,,,4.0,0.0
HDFCLIFE,01/05/2021,691.1,715.0,690.25,713.75,2.57,17.95,Super Volume,1.4,,Close_GT_20EMA,8.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
HDFCLIFE,01/06/2021,713.0,720.5,705.4,719.05,0.74,17.75,Normal Volume,0.9,,Close_GT_20EMA,9.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
HDFCLIFE,01/07/2021,720.0,723.8,702.5,704.3,-2.05,18.0,Normal Volume,1.2,,Close_GT_20EMA,10.0,HH_LL,,,,,,1.0,1.0
HDFCLIFE,01/08/2021,715.4,721.95,708.1,717.0,1.8,17.98,Normal Volume,0.8,,Close_GT_20EMA,11.0,LH_HL,,,,,,1.5,0.0
HDFCLIFE,01/11/2021,720.9,731.0,715.7,725.1,1.13,17.79,Normal Volume,0.9,,Close_GT_20EMA,12.0,HH_HL,Price_Crs_Abv_Supp,Cur_Res_Broken_Up,,,,4.0,0.0
HDFCLIFE,01/12/2021,727.0,727.0,714.2,718.4,-0.92,17.43,Normal Volume,0.7,,Close_GT_20EMA,13.0,LH_LL,Price_Crs_Abv_Supp,,,,,2.0,1.0
HDFCLIFE,01/13/2021,718.45,724.7,708.55,713.25,-0.72,17.34,Normal Volume,0.9,,Close_GT_20EMA,14.0,LH_LL,,Cur_Sup_Broken_Down,,,,1.0,2.0
HDFCLIFE,01/14/2021,713.0,718.55,702.55,706.9,-0.89,17.24,Normal Volume,0.9,,Close_GT_20EMA,15.0,LH_LL,,,,,,1.0,1.0
HDFCLIFE,01/15/2021,708.4,717.0,702.2,704.85,-0.29,17.07,Normal Volume,0.9,,Close_GT_20EMA,16.0,LH_LL,,,,,,1.0,1.0
HDFCLIFE,01/18/2021,703.0,709.3,689.0,693.95,-1.55,17.3,Normal Volume,1.2,,Cross_Blw_20EMA,0.0,LH_LL,,,,,,0.0,2.0
HDFCLIFE,01/19/2021,695.0,701.55,693.7,698.55,0.66,16.62,Normal Volume,0.5,,Cross_Abv_20EMA,1.0,LH_HL,,,,,,1.5,0.0
HDFCLIFE,01/20/2021,700.0,711.85,700.0,702.95,0.63,16.39,Above Avg Volume,0.7,,Close_GT_20EMA,2.0,HH_HL,,,,,,2.0,0.0
HDFCLIFE,01/21/2021,710.0,711.9,699.0,700.5,-0.35,16.14,Normal Volume,0.8,,Close_GT_20EMA,3.0,HH_LL,,,,,,1.0,1.0
HDFCLIFE,01/22/2021,702.7,708.8,684.1,687.4,-1.87,16.75,Above Avg Volume,1.5,,Cross_Blw_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,,Price_Crs_Blw_Res,,0.0,4.0
HDFCLIFE,01/25/2021,695.0,699.5,665.65,680.4,-1.02,17.97,Above Avg Volume,1.9,,Close_LT_20EMA,0.0,LH_LL,,,Breakout_10_Down,,,0.0,3.0
HDFCLIFE,01/27/2021,685.0,695.0,673.05,682.85,0.36,18.26,Above Avg Volume,1.2,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
HDFCLIFE,01/28/2021,679.5,683.05,670.1,671.8,-1.62,17.88,Normal Volume,0.7,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
HDFCLIFE,01/29/2021,673.65,684.95,668.15,677.95,0.92,17.8,Super Volume,0.9,,Close_LT_20EMA,0.0,HH_LL,,,,,,1.0,1.0
HDFCLIFE,02/01/2021,678.3,713.3,668.5,699.05,3.11,19.73,Super Volume,2.3,,Cross_Abv_20EMA,1.0,HH_HL,Price_Crs_Abv_Prev_Sup,,,,,2.5,0.0
HDFCLIFE,02/02/2021,710.5,712.0,674.5,681.05,-2.57,21.0,Super Volume,1.8,,Cross_Blw_20EMA,0.0,LH_HL,,,,Price_Crs_Blw_Res,,0.5,2.0
HDFCLIFE,02/03/2021,685.0,695.0,679.0,689.2,1.2,20.64,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_HL,Price_Crs_Abv_Prev_Sup,,,,,1.0,1.0
HDFCLIFE,02/04/2021,685.25,690.65,678.15,680.4,-1.28,20.06,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,Price_Crs_Blw_Res,,0.0,3.0
HDFCLIFE,02/05/2021,682.6,684.95,672.4,681.55,0.17,19.52,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
HDFCLIFE,02/08/2021,685.85,691.4,677.25,684.05,0.37,19.14,Normal Volume,0.7,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
HDFCLIFE,02/09/2021,688.7,710.2,687.95,704.9,3.05,19.64,Super Volume,1.1,,Cross_Abv_20EMA,1.0,HH_HL,Price_Crs_Abv_Cur_Res,Cur_Res_Broken_Up,,,,4.0,0.0
HDFCLIFE,02/10/2021,710.05,723.9,710.0,719.05,2.01,19.59,Super Volume,0.7,,Close_GT_20EMA,2.0,HH_HL,,,Breakout_10_Up,,,3.0,0.0
HDFCLIFE,02/11/2021,721.0,726.45,710.3,714.2,-0.67,19.35,Normal Volume,0.8,,Close_GT_20EMA,3.0,HH_HL,,,,,,2.0,0.0
HDFCLIFE,02/12/2021,713.95,720.0,708.25,710.95,-0.46,18.81,Normal Volume,0.6,,Close_GT_20EMA,4.0,LH_LL,,,,,,1.0,1.0
HDFCLIFE,02/15/2021,713.5,717.35,694.2,695.25,-2.21,19.12,Normal Volume,1.2,,Cross_Blw_20EMA,0.0,LH_LL,,,,,,0.0,2.0
HDFCLIFE,02/16/2021,696.4,704.0,686.95,695.35,0.01,18.97,Normal Volume,0.9,Cls_Crs_Abv_F618,Close_LT_20EMA,0.0,LH_LL,,,,,,1.0,2.0
HDFCLIFE,02/17/2021,696.0,711.5,693.0,703.1,1.11,18.93,Normal Volume,1.0,Cls_Crs_Abv_F50,Cross_Abv_20EMA,1.0,HH_HL,Price_Crs_Abv_Supp,,,,,4.0,0.0
HDFCLIFE,02/18/2021,703.5,715.95,702.0,713.45,1.47,18.58,Normal Volume,0.8,Cls_Crs_Abv_F382,Close_GT_20EMA,2.0,HH_HL,,,,,,3.0,0.0
HDFCLIFE,02/19/2021,715.3,723.45,703.1,710.65,-0.39,18.71,Normal Volume,1.1,Cls_Crs_Abv_F382,Close_GT_20EMA,3.0,HH_HL,,,,,,3.0,0.0
DRREDDY,12/10/2020,5058.0,5086.4,5015.0,5053.1,-0.08,167.47,Normal Volume,0.4,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,12/11/2020,5055.1,5084.05,4984.8,5016.95,-0.72,162.6,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,12/14/2020,4952.0,5054.0,4952.0,5022.8,0.12,158.27,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,12/15/2020,5046.95,5076.0,5010.2,5031.35,0.17,151.66,Normal Volume,0.4,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
DRREDDY,12/16/2020,5050.0,5051.75,5006.0,5038.95,0.15,144.1,Normal Volume,0.3,,Close_LT_20EMA,0.0,LH_LL,Price_Crs_Abv_Supp,,,,,1.0,2.0
DRREDDY,12/17/2020,5050.0,5134.5,5030.0,5072.85,0.67,141.27,Above Avg Volume,0.7,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
DRREDDY,12/18/2020,5080.0,5262.85,5078.15,5228.75,3.07,144.75,Super Volume,1.3,,Close_LT_20EMA,0.0,HH_HL,,,Breakout_10_Up,,,2.0,1.0
DRREDDY,12/21/2020,5243.0,5274.2,4962.05,5068.55,-3.06,156.71,Above Avg Volume,2.0,,Close_LT_20EMA,0.0,HH_LL,Price_Crs_Abv_Supp,,,Price_Crs_Blw_Prev_Res,,1.0,2.5
DRREDDY,12/22/2020,5107.7,5175.0,4936.35,5161.8,1.84,162.56,Above Avg Volume,1.5,,Close_LT_20EMA,0.0,LH_LL,Price_Crs_Abv_Supp,,,,,1.0,2.0
DRREDDY,12/23/2020,5161.45,5238.7,5131.25,5224.1,1.21,158.62,Normal Volume,0.7,,Close_GT_20EMA,1.0,HH_HL,,Cur_Res_Broken_Up,,,,3.0,0.0
DRREDDY,12/24/2020,5247.0,5247.0,5165.0,5201.8,-0.43,153.15,Normal Volume,0.5,,Close_GT_20EMA,2.0,HH_HL,,,,,,2.0,0.0
DRREDDY,12/28/2020,5228.15,5235.0,5187.0,5201.8,0.0,145.64,Normal Volume,0.3,,Close_GT_20EMA,3.0,LH_HL,,,,,,1.5,0.0
DRREDDY,12/29/2020,5225.0,5269.0,5145.6,5165.6,-0.7,144.05,Normal Volume,0.9,,Close_GT_20EMA,4.0,HH_LL,,,,Price_Crs_Blw_Prev_Res,,1.0,1.5
DRREDDY,12/30/2020,5191.45,5191.45,5142.5,5170.95,0.1,137.26,Normal Volume,0.4,,Close_GT_20EMA,5.0,LH_LL,,,,,,1.0,1.0
DRREDDY,12/31/2020,5190.0,5253.75,5161.0,5205.1,0.66,134.08,Normal Volume,0.7,,Close_GT_20EMA,6.0,HH_HL,Price_Crs_Abv_Supp,Cur_Res_Broken_Up,,,,4.0,0.0
DRREDDY,01/01/2021,5217.25,5254.85,5200.0,5241.35,0.7,128.42,Normal Volume,0.4,,Close_GT_20EMA,7.0,HH_HL,,,,,,2.0,0.0
DRREDDY,01/04/2021,5260.0,5308.35,5241.35,5272.25,0.59,124.03,Normal Volume,0.5,,Close_GT_20EMA,8.0,HH_HL,,,,,,2.0,0.0
DRREDDY,01/05/2021,5240.0,5337.0,5226.95,5286.9,0.28,123.03,Above Avg Volume,0.9,,Close_GT_20EMA,9.0,HH_LL,,,,,,2.0,0.0
DRREDDY,01/06/2021,5286.9,5315.0,5226.0,5288.3,0.03,120.6,Normal Volume,0.7,,Close_GT_20EMA,10.0,LH_LL,,,,,,1.0,1.0
DRREDDY,01/07/2021,5301.0,5325.0,5253.0,5270.9,-0.33,117.13,Normal Volume,0.6,,Close_GT_20EMA,11.0,HH_HL,,,,,,2.0,0.0
DRREDDY,01/08/2021,5299.9,5360.0,5279.0,5338.25,1.28,115.13,Above Avg Volume,0.7,,Close_GT_20EMA,12.0,HH_HL,,Cur_Res_Broken_Up,,,,3.0,0.0
DRREDDY,01/11/2021,5344.0,5427.0,5326.0,5416.8,1.47,114.12,Above Avg Volume,0.9,,Close_GT_20EMA,13.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
DRREDDY,01/12/2021,5440.95,5443.5,5329.45,5353.85,-1.16,114.11,Normal Volume,1.0,,Close_GT_20EMA,14.0,HH_HL,,,,,,2.0,0.0
DRREDDY,01/13/2021,5365.0,5375.0,5238.0,5290.0,-1.19,115.75,Normal Volume,1.2,Cls_Crs_Abv_F382,Close_GT_20EMA,15.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,2.0,1.5
DRREDDY,01/14/2021,5304.9,5328.0,5265.0,5308.9,0.36,111.98,Normal Volume,0.6,,Close_GT_20EMA,16.0,LH_HL,,,,,,1.5,0.0
DRREDDY,01/15/2021,5315.0,5315.0,5195.6,5212.8,-1.81,112.51,Normal Volume,1.1,,Cross_Blw_20EMA,0.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,0.0,2.5
DRREDDY,01/18/2021,5231.0,5237.95,5035.0,5052.1,-3.08,118.97,Above Avg Volume,1.7,,Close_LT_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,Breakout_10_Down,,,0.0,4.0
DRREDDY,01/19/2021,5088.0,5104.95,5036.55,5088.9,0.73,115.36,Above Avg Volume,0.6,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
DRREDDY,01/20/2021,5102.3,5159.75,5065.05,5080.65,-0.16,113.88,Normal Volume,0.8,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
DRREDDY,01/21/2021,5110.0,5138.0,5033.9,5052.2,-0.56,113.18,Normal Volume,0.9,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,01/22/2021,5048.75,5105.35,4985.0,5036.9,-0.3,113.7,Above Avg Volume,1.1,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,01/25/2021,5042.0,5128.4,4960.0,5082.4,0.9,117.6,Above Avg Volume,1.4,,Close_LT_20EMA,0.0,HH_LL,,,,,,1.0,1.0
DRREDDY,01/27/2021,5052.4,5052.4,4832.8,4909.3,-3.41,127.03,Above Avg Volume,1.7,,Close_LT_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,,Price_Blw_Res,,0.0,4.0
DRREDDY,01/28/2021,4845.0,4903.95,4777.0,4871.8,-0.76,127.41,Above Avg Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,01/29/2021,4890.0,4915.0,4550.0,4602.7,-5.52,144.38,Super Volume,2.5,,Close_LT_20EMA,0.0,HH_LL,,,Breakout_10_Down,,Breakout_20_Down,0.0,4.0
DRREDDY,02/01/2021,4560.05,4577.65,4393.05,4428.15,-3.79,149.04,Super Volume,1.2,,Close_LT_20EMA,0.0,LH_LL,,,Breakout_10_Down,,Breakout_20_Down,0.0,4.0
DRREDDY,02/02/2021,4469.0,4528.0,4381.0,4482.5,1.23,148.9,Super Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/03/2021,4578.95,4761.6,4542.45,4649.55,3.73,158.2,Super Volume,1.4,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
DRREDDY,02/04/2021,4693.0,4706.0,4622.1,4667.95,0.4,152.89,Normal Volume,0.5,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
DRREDDY,02/05/2021,4685.0,4830.0,4625.65,4800.9,2.85,156.56,Above Avg Volume,1.3,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
DRREDDY,02/08/2021,4865.0,4909.95,4825.0,4859.8,1.23,153.17,Above Avg Volume,0.6,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
DRREDDY,02/09/2021,4850.0,4895.7,4805.0,4844.1,-0.32,148.71,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/10/2021,4845.0,4884.1,4761.0,4824.05,-0.41,146.88,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/11/2021,4821.0,4860.0,4810.0,4825.05,0.02,139.96,Normal Volume,0.4,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
DRREDDY,02/12/2021,4859.8,4859.8,4785.0,4792.0,-0.68,135.31,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/15/2021,4792.0,4833.55,4700.05,4709.85,-1.71,135.18,Normal Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/16/2021,4729.0,4761.6,4670.0,4696.6,-0.28,132.06,Normal Volume,0.7,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/17/2021,4696.6,4709.95,4580.0,4600.55,-2.05,131.91,Normal Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/18/2021,4607.0,4663.85,4560.0,4616.95,0.36,129.91,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
DRREDDY,02/19/2021,4602.0,4728.0,4530.0,4681.45,1.4,134.77,Above Avg Volume,1.5,,Close_LT_20EMA,0.0,HH_LL,,,,,,1.0,1.0
ITC,12/10/2020,206.65,213.65,203.15,212.7,3.55,5.3,Super Volume,2.0,,Close_LT_20EMA,0.0,HH_LL,,,Breakout_10_Up,,,2.0,1.0
ITC,12/11/2020,214.45,217.95,213.35,216.3,1.69,5.29,Super Volume,0.9,,Close_LT_20EMA,0.0,HH_HL,,,Breakout_10_Up,,,2.0,1.0
ITC,12/14/2020,217.95,218.6,215.0,215.9,-0.18,5.17,Normal Volume,0.7,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,12/15/2020,215.25,216.4,211.6,213.55,-1.09,5.15,Normal Volume,0.9,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,12/16/2020,213.75,215.55,213.5,214.0,0.21,4.92,Normal Volume,0.4,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
ITC,12/17/2020,214.2,215.1,211.25,213.05,-0.44,4.85,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,12/18/2020,213.1,215.95,209.75,214.5,0.68,4.94,Normal Volume,1.3,,Close_LT_20EMA,0.0,HH_LL,Price_Crs_Abv_Supp,,,,,2.0,1.0
ITC,12/21/2020,214.5,214.7,199.15,202.95,-5.38,5.7,Above Avg Volume,2.7,,Close_LT_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,,,,0.0,3.0
ITC,12/22/2020,203.1,206.25,196.9,203.4,0.22,5.96,Above Avg Volume,1.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,12/23/2020,203.0,208.25,202.0,207.75,2.14,5.98,Normal Volume,1.0,,Close_GT_20EMA,1.0,HH_HL,,,,,,2.0,0.0
ITC,12/24/2020,210.0,210.65,205.6,208.6,0.41,5.92,Normal Volume,0.9,,Close_GT_20EMA,2.0,HH_HL,,,,,,2.0,0.0
ITC,12/28/2020,209.0,210.2,207.85,209.5,0.43,5.66,Normal Volume,0.4,,Close_GT_20EMA,3.0,LH_HL,,,,,,1.5,0.0
ITC,12/29/2020,210.5,213.5,210.1,211.55,0.98,5.54,Above Avg Volume,0.6,,Close_GT_20EMA,4.0,HH_HL,,,,,,2.0,0.0
ITC,12/30/2020,212.7,213.5,209.55,211.15,-0.19,5.43,Normal Volume,0.7,,Close_GT_20EMA,5.0,HH_LL,,,,,,1.0,1.0
ITC,12/31/2020,210.55,211.3,208.55,209.0,-1.02,5.24,Normal Volume,0.5,,Close_GT_20EMA,6.0,LH_LL,,,,,,1.0,1.0
ITC,01/01/2021,209.9,214.2,209.3,213.85,2.32,5.24,Normal Volume,0.9,,Close_GT_20EMA,7.0,HH_HL,Price_Crs_Abv_Cur_Res,Cur_Res_Broken_Up,,,,4.0,0.0
ITC,01/04/2021,214.0,216.0,212.1,213.4,-0.21,5.14,Above Avg Volume,0.8,,Close_GT_20EMA,8.0,HH_HL,,,,,,2.0,0.0
ITC,01/05/2021,212.45,213.25,210.6,211.45,-0.91,4.97,Normal Volume,0.5,,Close_GT_20EMA,9.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,1.0,1.5
ITC,01/06/2021,211.45,211.5,204.5,205.4,-2.86,5.12,Super Volume,1.4,,Cross_Blw_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,,,,0.0,3.0
ITC,01/07/2021,206.1,207.6,202.1,202.8,-1.27,5.14,Above Avg Volume,1.1,,Close_LT_20EMA,0.0,LH_LL,,Prev_Sup_Broken_Down,,,,0.0,3.0
ITC,01/08/2021,204.35,206.0,200.25,201.5,-0.64,5.19,Super Volume,1.1,,Close_LT_20EMA,0.0,LH_LL,,,Breakout_10_Down,,,0.0,3.0
ITC,01/11/2021,204.0,206.1,201.25,202.5,0.5,5.16,Above Avg Volume,0.9,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,01/12/2021,203.0,206.9,201.6,206.45,1.95,5.17,Above Avg Volume,1.0,Cls_Crs_Abv_F618,Close_LT_20EMA,0.0,HH_HL,,,,,,2.0,1.0
ITC,01/13/2021,207.45,213.0,205.25,211.25,2.33,5.36,Super Volume,1.4,Cls_Crs_Abv_F50,Cross_Abv_20EMA,1.0,HH_HL,,,,,,4.0,0.0
ITC,01/14/2021,212.0,216.5,211.6,214.15,1.37,5.35,Above Avg Volume,0.9,,Close_GT_20EMA,2.0,HH_HL,,Cur_Res_Broken_Up,,,,3.0,0.0
ITC,01/15/2021,214.9,218.5,211.2,217.85,1.73,5.49,Above Avg Volume,1.3,,Close_GT_20EMA,3.0,HH_LL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
ITC,01/18/2021,218.4,222.0,214.6,219.75,0.87,5.63,Above Avg Volume,1.3,,Close_GT_20EMA,4.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
ITC,01/19/2021,221.0,221.7,217.5,218.85,-0.41,5.52,Normal Volume,0.8,,Close_GT_20EMA,5.0,LH_HL,,,,,,1.5,0.0
ITC,01/20/2021,218.5,219.0,215.7,217.65,-0.55,5.37,Normal Volume,0.6,,Close_GT_20EMA,6.0,LH_LL,,,,,,1.0,1.0
ITC,01/21/2021,219.0,219.5,212.2,213.7,-1.81,5.5,Normal Volume,1.3,,Close_GT_20EMA,7.0,HH_LL,,,,,,1.0,1.0
ITC,01/22/2021,214.0,214.75,209.15,210.7,-1.4,5.51,Normal Volume,1.0,,Cross_Blw_20EMA,0.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,0.0,2.5
ITC,01/25/2021,212.0,212.5,206.85,207.8,-1.38,5.52,Normal Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,Prev_Sup_Broken_Down,,,,0.0,3.0
ITC,01/27/2021,208.0,212.65,207.1,210.65,1.37,5.52,Above Avg Volume,1.0,Cls_Crs_Abv_F618,Close_LT_20EMA,0.0,HH_HL,Price_Crs_Abv_Supp,,,,,3.0,1.0
ITC,01/28/2021,209.25,211.0,205.75,206.6,-1.92,5.5,Normal Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,01/29/2021,208.55,208.8,202.35,203.25,-1.62,5.57,Normal Volume,1.2,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,02/01/2021,204.0,217.95,201.8,215.95,6.25,6.33,Super Volume,2.6,Cls_Crs_Abv_F618,Cross_Abv_20EMA,1.0,HH_LL,,Prev_Res_Broken_Up,,,,6.0,0.0
ITC,02/02/2021,220.0,223.5,217.0,218.2,1.04,6.41,Above Avg Volume,1.0,,Close_GT_20EMA,2.0,HH_HL,,,,,,2.0,0.0
ITC,02/03/2021,221.5,222.0,215.7,216.75,-0.66,6.41,Above Avg Volume,1.0,,Close_GT_20EMA,3.0,LH_LL,,,,,,1.0,1.0
ITC,02/04/2021,216.1,231.4,216.0,229.95,6.09,7.05,Super Volume,2.2,,Close_GT_20EMA,4.0,HH_HL,,Cur_Res_Broken_Up,Breakout_10_Up,,Breakout_20_Up,5.0,0.0
ITC,02/05/2021,232.15,238.85,227.25,234.35,1.91,7.37,Super Volume,1.6,,Close_GT_20EMA,5.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
ITC,02/08/2021,237.5,238.05,231.5,233.1,-0.53,7.31,Normal Volume,0.9,,Close_GT_20EMA,6.0,LH_HL,,,,,,1.5,0.0
ITC,02/09/2021,234.6,239.2,228.2,229.0,-1.76,7.58,Above Avg Volume,1.5,,Close_GT_20EMA,7.0,HH_LL,,,,,,1.0,1.0
ITC,02/10/2021,229.0,231.1,223.1,227.55,-0.63,7.61,Normal Volume,1.1,,Close_GT_20EMA,8.0,LH_LL,,,,,,1.0,1.0
ITC,02/11/2021,229.0,229.3,224.5,226.45,-0.48,7.41,Normal Volume,0.6,,Close_GT_20EMA,9.0,LH_HL,,,,,,1.5,0.0
ITC,02/12/2021,225.75,225.75,215.8,217.45,-3.97,7.64,Super Volume,1.3,,Cross_Blw_20EMA,0.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,0.0,2.5
ITC,02/15/2021,218.45,221.0,217.5,218.6,0.53,7.35,Normal Volume,0.5,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
